,title,headline
1243,How to Keep a Guinea Pig Cage from Stinking2,"##STEP##Spot clean your guinea pig's cage at least once a day.,##STEP##Change the bedding in your guinea pig's ""potty spot"" throughout the week.,##STEP##On the last day of the week, completely clean the cage.,##STEP##Once the soiled bedding has been cleared out and placed in a small trash bag, immediately dispose of the trash bag in a proper and hygienic manner that will ensure your own safety and health.,##STEP##Place your guinea pig back in the cage once it's ready for it.,##STEP##Dispose of the gloves and put on a new, clean pair to use while replacing your guinea pig's bedding.,##STEP##Finally, dispose of the gloves that you used to replace your guinea pig's bedding."
1244,How to Clean Out a Guinea Pig's Hutch,"##STEP##Create a cleaning schedule.,##STEP##Remove the guinea pig from the cage.,##STEP##Remove all toys and dishes.,##STEP##Remove the bedding from the cage.,##STEP##Remove the newspaper lining.,##STEP##Make a solution of vinegar and water.,##STEP##Spray the sides and bottom of the cage with the solution.,##STEP##Rinse the cage and wipe it dry.,##STEP##Clean all toys and dishes.,##STEP##Line the bottom of the cage with newspaper.,##STEP##Pour new bedding over the newspaper.,##STEP##Replace the clean toys and dishes.,##STEP##Place the guinea pig back in its cage.,##STEP##Clean up after floor time."
1245,How to Clean a Pet Cage with a Fleece Bottom,"##STEP##Find a place to put your pet.,##STEP##Take your hand vacuum.,##STEP##Get a washcloth.,##STEP##Empty the litter tray and add new litter.,##STEP##Wipe down all the toys and hideaways to make sure that they are clean.##STEP####STEP##,##STEP##Set up the cage again.,##STEP##Bring the dirty fleece into the washer.,##STEP##Take the fleece out to dry.,##STEP##Put your pet back in its cage to enjoy the clean cage."
1246,How to Make a Dangling Guinea Pig Toy1,"##STEP##Purchase thick wool in a bright color.,##STEP##Start making the body of the toy.,##STEP##Stop wrapping when the body of the toy is thick enough.,##STEP##Tie a piece of wool around the middle of the loops.,##STEP##Finish the body of toy.,##STEP##Cinch the strands in for safety.,##STEP##Hang the toy up and let your guinea pig enjoy!"
1247,How to Choose Toys for a Guinea Pig1,"##STEP##Provide chewing toys.,##STEP##Create hiding spots.,##STEP##Give toys that can be pushed and knocked around.,##STEP##Use toys made for other animals.,##STEP##Introduce new toys regularly."
1248,How to Clean a Guinea Pig Cage,"##STEP##Restrain your guinea pig.,##STEP##Take your guinea pig out of its cage.,##STEP##Groom your guinea pig, as necessary.,##STEP##Give your guinea pig someplace to hide.,##STEP##Spot-clean the cage.,##STEP##Refill food and water.,##STEP##Wash food and water dishes in hot, soapy water.,##STEP##Plan to conduct thorough cage cleanings about once every week.,##STEP##Remove everything from your guinea pig's cage.,##STEP##Wash the water bottle and food bowl.,##STEP##Take your cage to where you plan to clean it and get a large garbage bag.,##STEP##Spray the inside of the cage down.,##STEP##Rinse the cage out.,##STEP##Dry the cage with paper towels.,##STEP##Line the cage with fresh and clean new newspaper, then fill with bedding.,##STEP##Be sure the cage is completely dry before you put down newspaper and bedding.,##STEP##Put the cage back together (if you took it apart) and put the toys and things back in their places.,##STEP##Control the environment."
1249,How to Make a Dangling Guinea Pig Toy2,"##STEP##Assemble the materials.,##STEP##Measure and cut your nylon string.,##STEP##Attach the clothespin.,##STEP##Hang the clothespin up.,##STEP##Finely chop your food treats.,##STEP##Clip the treats in the clothespin."
1250,How to Choose Toys for a Guinea Pig2,"##STEP##Fill an item with hay.,##STEP##Create a cardboard box cave.,##STEP##Create a tunnel.,##STEP##Make a towel tent."
1251,How to Choose Toys for a Guinea Pig3,"##STEP##Avoid exercise wheels.,##STEP##Clean toys regularly.,##STEP##Monitor your guinea pig's behavior.,##STEP##Use safe fabrics."
1252,How to Treat Gastrointestinal Problems in Guinea Pigs1,"##STEP##Feed your guinea pig fresh, moist vegetables.,##STEP##Include grass hay in your guinea pig’s diet.,##STEP##Give your guinea pig fresh water.,##STEP##Add plain yogurt to your guinea pig’s diet.,##STEP##Consider giving your guinea pig a probiotic.,##STEP##Add a vitamin C supplement to your guinea pig’s diet.,##STEP##Do not feed your guinea pig sweet, starchy foods.,##STEP##Observe an increased appetite and fecal output.,##STEP##Feed gruel to your guinea pig."
1253,How to Treat Conjunctivitis on Guinea Pigs,"##STEP##Recognize the clinical signs of conjunctivitis.,##STEP##Take your guinea pig to the veterinarian.,##STEP##Follow treatment instructions.,##STEP##Schedule follow-up appointments.,##STEP##Select a dust-free bedding.,##STEP##Keep your house clean.,##STEP##Reduce your guinea pig’s stress levels."
1254,How to Treat Gastrointestinal Problems in Guinea Pigs2,"##STEP##Give your guinea pig an antibiotic.,##STEP##Increase food movement through your guinea pig’s GI tract.,##STEP##Reduce your guinea pig’s pain.,##STEP##Relieve your guinea pig’s gas."
1255,How to Treat Gastrointestinal Problems in Guinea Pigs3,"##STEP##Move your guinea pig’s cage to a dark, quiet area.,##STEP##Exercise your guinea pig each day.,##STEP##Have your vet trim your guinea pig’s teeth."
1256,How to Clean a Guinea Pig's Fleece Bedding1,"##STEP##Remove feces and food debris.,##STEP##Place loose hay in a single corner.,##STEP##Use a curry comb to remove loose hair.,##STEP##Shake out the fleece to remove remaining debris."
1257,How to Treat Bumblefoot in Guinea Pigs,"##STEP##Create a smooth floor.,##STEP##Clean the cage more often.,##STEP##Choose a softer bedding.,##STEP##Keep the floor dry.,##STEP##Trim the pig's nails.,##STEP##Increase vitamin C. Sometimes, guinea pigs don't get enough vitamin C in their diet.,##STEP##Put your guinea pig on a diet.,##STEP##Consider some at-home soaks.,##STEP##Take your guinea pig to the vet.,##STEP##Be ready for the examination.,##STEP##Ask your vet about antibiotic treatments.,##STEP##Use antibiotic foot soaks.,##STEP##Apply topical antibiotics and bandages.,##STEP##Give any oral antibiotics or pain medications..,##STEP##Understand the final treatment."
1258,How to Spot Foot Sores on Guinea Pigs,"##STEP##Watch your guinea pig walk.,##STEP##Listen to your guinea pig as he walks.,##STEP##Coax your guinea pig to walk.,##STEP##Monitor your guinea pig’s appetite.,##STEP##Be gentle when examining your guinea’s pig’s feet.,##STEP##Feel the skin on your guinea pig’s feet.,##STEP##Check your guinea pig’s feet for wounds.,##STEP##Look for swelling and redness.,##STEP##Take your guinea pig to your vet.,##STEP##Allow your vet to examine your guinea pig.,##STEP##Have your vet perform diagnostic tests."
1259,How to Clean a Guinea Pig's Fleece Bedding2,"##STEP##Do some prep work.,##STEP##Place the bedding in a washing machine.,##STEP##Add vinegar.,##STEP##Wash on high heat.,##STEP##Dry the bedding."
1260,How to Clean a Guinea Pig's Fleece Bedding3,"##STEP##Avoid dangerous, messy beddings.,##STEP##Do not use fabric softener or dryer sheets.,##STEP##Clean the bedding on a schedule."
1261,How to Stop Your Guinea Pig from Becoming Ill,"##STEP##Feed your guinea pig healthy feed, fruits, and vegetables.,##STEP##Make sure your guinea pig has enough vitamin C in its diet.,##STEP##Exercise your guinea pig.,##STEP##Clip its nails.,##STEP##Clean the cage.,##STEP##Bathe your guinea pig.,##STEP##Make them happy!"
1262,How to Prevent Malocclusion in Guinea Pigs1,"##STEP##Give your Guinea pig fresh fruits and vegetables.,##STEP##Provide fresh pellets.,##STEP##Add vitamin C to the water.,##STEP##Provide Timothy hay."
1263,How to Prevent Respiratory Problems in Guinea Pigs1,"##STEP##Use a well-ventilated cage.,##STEP##Place the cage in a draft-free area.,##STEP##Put low-dust bedding in the cage.,##STEP##Clean the cage."
1264,How to Prevent Malocclusion in Guinea Pigs2,"##STEP##Give your guinea pig sticks.,##STEP##Provide wooden blocks.,##STEP##Know that chewing toys are not a substitute for hay."
1265,How to Prevent Malocclusion in Guinea Pigs3,"##STEP##Recognize the symptoms of malocclusion.,##STEP##Check their teeth weekly.,##STEP##Take your guinea pig to the vet regularly."
1266,How to Prevent Respiratory Problems in Guinea Pigs2,"##STEP##Avoid cage overcrowding.,##STEP##Separate fighting cage mates.,##STEP##Do not house guinea pigs with rabbits.,##STEP##Isolate a sick guinea pig.,##STEP##Quarantine a new guinea pig."
1267,How to Prevent Respiratory Problems in Guinea Pigs3,"##STEP##Include Vitamin C in your guinea pig’s diet.,##STEP##Wash your hands.,##STEP##Have your vet correct dental problems."
1268,How to Prevent Bladder Stones in Guinea Pigs,"##STEP##Keep your guinea pig on clean, dry bedding.,##STEP##Feed your guinea pig a low or reduced calcium diet.,##STEP##Give your pig a variety of reduced calcium foods.,##STEP##Encourage your guinea pig to drink plenty of water.,##STEP##Check if your guinea pig has parents with a history of bladder stones.,##STEP##Pay attention to your guinea pig’s urine for any blood.,##STEP##Notice if your pig squeals when he tries to pee or spends a lot of time squatting.,##STEP##Check to see if you guinea pig has stopped eating or has lost weight.,##STEP##Change your guinea pig’s diet.,##STEP##Get your pig’s urine checked for a urinary tract infection.Typical guinea pig urine is alkaline with a pH of 8.5, but if the pH of their urine changes, this can lead to the deposition of certain minerals.,##STEP##Consider surgical removal of the stones.,##STEP##Make the difficult decision to euthanize your guinea pig."
1269,How to Make Dwarf Hamsters Stop Biting the Cage1,"##STEP##Let your hamster play more.,##STEP##Spend one-on-one time.,##STEP##Let your hamster sleep during the day.,##STEP##Give your hamster a bigger cage."
1270,How to Make Dwarf Hamsters Stop Biting the Cage2,"##STEP##Give your hamster wood to chew on.,##STEP##Try giving your hamster dog treats.,##STEP##Give your hamster cardboard.,##STEP##Take your hamster to the vet."
1271,How to Make Dwarf Hamsters Stop Biting the Cage3,"##STEP##Try a different cage.,##STEP##Give him alternatives.,##STEP##Consider using a bite deterrent."
1272,How to Neuter Your Guinea Pig,"##STEP##Decide whether neutering is the best option for your guinea pig.,##STEP##Understand the risks of neutering.,##STEP##Find a suitable veterinarian to neuter your guinea pig.,##STEP##Compare pricing.,##STEP##Avoid vet schools or unreliable clinics.,##STEP##Ask around for suggestions.,##STEP##Don't be afraid to ask questions.,##STEP##Understand that you cannot house your boar with sows instantly after neutering.,##STEP##Ensure your guinea pig is healthy, well and stable to go through with surgery.,##STEP##Arrange a check-up appointment before neutering your guinea pig.,##STEP##Weigh your guinea pig.,##STEP##Be aware of your guinea pigs age.,##STEP##Prepare a temporary cage for your guinea pig.,##STEP##Understand behavioural symptoms that will occur after neutering your guinea pig.,##STEP##Keep your guinea pig indoors.,##STEP##Administer any antibiotics required to your guinea pig.,##STEP##Use towels as the primary bedding.,##STEP##Restrain your guinea pig from sitting on its hay.,##STEP##Isolate your guinea pig.,##STEP##Increase your guinea pigs vitamin C intake.,##STEP##Continue to weigh your guinea pig daily.,##STEP##Monitor your guinea pig more than usual.,##STEP##House your guinea pig with sows after 4-6 weeks."
1273,How to Look After Your Sick Guinea Pig,"##STEP##Let the vet examine your guinea pig as soon as they become ill. Once guinea pigs get sick, they can go downhill fast and can die within 20 hours of the illness.,##STEP##Discuss your guinea pig’s symptoms with the vet.,##STEP##Receive treatment and care instructions from the vet.,##STEP##Use a syringe to give your pig liquid medication.,##STEP##Give your pig pills with a hemostat.,##STEP##Administer subcutaneous fluids with a butterfly catheter.,##STEP##Place your guinea pig on a table facing away from you to give them eye drops.,##STEP##Place your guinea pig on flat, folded towels.,##STEP##Keep your guinea pig warm with thermal wraps.,##STEP##Monitor your guinea pig’s reaction to medication.,##STEP##Hand feed your guinea pig if they do not have an appetite.,##STEP##Weigh your guinea pig once a day.,##STEP##Bring your guinea pig to the vet if they are not showing signs of improvement."
1274,How to Know if a Pet Guinea Pig Is Ill,"##STEP##Check its eating patterns.,##STEP##Identify activity changes.,##STEP##Do not wait to seek help.,##STEP##Practice prevention.,##STEP##Weigh your guinea pig at least weekly.,##STEP##Watch for hair loss and skin irritation.,##STEP##Check for tumors.,##STEP##Keep an eye out for infections.,##STEP##Watch for malocclusion.,##STEP##Be wary of pneumonia.,##STEP##Don’t ignore the droppings."
